category,value
document-number,OI0159349
address,"ul. Kolejowa 184, Kwidzyn"
company,FPUH Kołpak
phone,514 588 331
political-view,niezdecydowane
health,nadciśnienie
date,2004-11-18
date-of-birth,1926-06-23
document-number,2374TD7YH
ethnicity,Ukraińczyk
city,Malbork
pesel,04322512779
address,"ul. Lipowa 6, Sopot"
bank-account,PL39625475676081704918104984
political-view,prawicowe
pesel,6901283361
sexual-orientation,biseksualny
bank-account,PL66881294644106197714773402
sexual-orientation,nieokreślony
pesel,31122925865
relative,córka Olga Kozłowski
username,mariakowalczyk90
religion,brak wyznania
sex,m
bank-account,PL10243411348667165611308468
surname,Wojciechowski
age,30
name,Helena
date,2021-11-18
company,"""Korzekwa-Broniek Sp.k."""
religion,muzułmanin
date-of-birth,1942-10-14
secret,token-692801-x
city,Reykjavik
bank-account,PL24666137873549038942541902
secret,api_key_500103
company,Przychodnia Zdrowia Sp. z o.o.
company,Przychodnia Zdrowia Sp. z o.o.
date,21/04/2024
name,Tomasz
ethnicity,Niemiec
bank-account,PL62680244352468295395252286
credit-card-number,3758 3421 8584 158
username,apolonia.nowak
political-view,socjalistyczne
surname,Jankowski
address,"ul. Leśna 143, Świdnica"
pesel,2401134092
company,"""FPUH Matulewi(z"""
ethnicity,Węgier
school-name,Zespół Szkół Ekonomicznych
sexual-orientation,homoseksualny
age,75
relative,córka Oliiwa Zieliński
email,iwona.wojciechowski34@gmail.com
relative,moja siostra Robert Górski
job-title,asystent
phone,794 246 343
address,"ul. Świętokrzyska 8, Chrzanów"
surname,Bodzak
religion,muzułmanin
political-view,niezdecydowane
health,nadciśnienie
health,cukrzyca
document-number,GW5991341
document-number,IELZVGC4T
name,Rafał
job-title,programista
email,piotr.zawadzki53@one.tpl
pesel,58071278673
date-of-birth,30/11/1975
pesel,79042914299
surname,Kru0
health,cukrzyca
political-view,prawicowe
company,Gabinety Ośkap1.
age,75
date-of-birth,07.09.1998
surname,Kozłowski
email,jan.bąk33@wp.pl
city,Lubartów
date-of-birth,07.10.1960
email,karolina.zając1@onet.pl
bank-account,PL54414385681917418267547904
health,alergia
health,depresja
political-view,niezdecydowane
age,2
pesel,23081145215
document-number,6OKV2WUK2
age,14
bank-account,SE22897200489171966940921149
health,alergia
pesel,51091975832
company,FPUH Kołpak
school-name,Liceum Ogólnokształcące im. M. Kopernika
phone,794 246 343
school-name,Szkoła Policealna 'Nowa'
date,19007.2024
job-title,inżynier oprogramowania
username,@dominik26
relative,moja siostra Kajefan Górski
job-title,analityk danych
credit-card-number,5429-9036-6950-7201
sex,k
political-view,prawicowe
date-of-birth,1963-09-02
sex,inne
pesel,80020598998
ethnicity,Rosjanin
school-name,Szkoła Policealna 'Nowa'
political-view,centrowe
document-number,ZD28M9C5Q
email,łukasz.lewandowski54@wp.pl
address,"ul. Nowa 81, Turek"
sexual-orientation,homoseksualny
religion,prawosławny
company,Fundacja Zatoń
political-view,prawicowe
ethnicity,Rosjanin
surname,Wiśniewski
religion,prawosławny
company,"""PPUH Latuszek i syn s.c."""
username,pi0tr_947
document-number,F67L607MY
ethnicity,Polak
job-title,kierowca
email,paulina.materka42@gmail.c0m
email,jakub.sikora90@example.com
document-number,HX7774915
address,"ul. Kwiatowa 120, Lubaczów"
political-view,niezdecydowane
job-title,inżynier oprogramowania
ethnicity,Polak
religion,muzułmanin
religion,muzułmanin
name,Kalina
job-title,referent
credit-card-number,3713 4148 3769 864
religion,żyd
pesel,70042048197
name,Dawid
surname,Marciniak
pesel,82020260994
credit-card-number,4342 9759 5734 6069
ethnicity,Rosjanin
address,"66 High St, Chicago"
political-view,liberalne
pesel,47100303934
ethnicity,Białorusin
political-view,niezdecydowane
username,monikakamiński861
secret,passwd:2Pz0Dfast1
username,alicja_788
relative,córka Apolonia Kołodziej
credit-card-number,375135443944575
sexual-orientation,heteroseksualny
surname,Wójcik
sex,k
credit-card-number,4004-7182-5041-9509
pesel,92122440819
city,Skierniewich
company,Hurtownia Spożywcza
sex,k
phone,+48 787 728 331
sex,kobieta
date-of-birth,1996-04-13
date,2y24-12-21
sexual-orientation,homoseksualny
document-number,F1ODVBIZW
city,Gneeva
company,Hurtownia Spożywcza
name,Rafał
email,hubert.materka73@example.com
political-view,centrowe
pesel,65081166953
username,robert.kościesza
relative,moja siostra Bartosz Piotrowski
date,22/12/2001
phone,+48 609 487 192
city,Nowy Dwór Mazowiecki
email,dawid.wojciechowski8@example.com
bank-account,NL82913230483952758671166504
bank-account,PL70939779651872887897790978
bank-account,PL20496293764340868963087413
job-title,inżynier oprogramowania
company,"""FPUH Matulewi(z"""
sexual-orientation,heteroseksualny
ethnicity,Rosjanin
credit-card-number,4012 7010 7690 1843
job-title,projektant UX
address,"ul. Kolejowa 123, Węgrów"
sexual-orientation,heteroseksualny
name,Magdalena
credit-card-number,5659101771080735
city,Ż0ry
political-view,lewicowe
date-of-birth,196-09-26
job-title,kierownik
secret,api_key_727298
date-of-birth,01.04.1951
job-title,kierowca
username,hubert.sikora
document-number,OO4654003
company,"""Świerkosz-Lisak s.c."""
political-view,konserwatywne
relative,mój brat Bartosz Wojciechowski
secret,api_key_940750
company,Przychodnia Zdrowia Sp. z o.o.
religion,brak wyznania
email,julia.wiśniewski35@gmail.com
ethnicity,Litwin
name,Hubert
secret,api_key_968687
relative,mój brat Julia Kowalczyk
date,2014-08-12
username,patrycja.woźniak
job-title,sprzedawca
religion,muzułmanin
relative,syn Kamil Wieczorek
sex,k
city,Lublin
age,57
health,brak chorób przewlekłych
bank-account,PL03557759820573365600422896
pesel,43051336649
phone,+48 724 384 173
date-of-birth,01.031.999
health,choroba serca
political-view,niezdecydowane
job-title,analityk danych
age,32
date-of-birth,05.04.1982
political-view,liberalne
school-name,Politechnika Wrocławska
sexual-orientation,biseksualny
date-of-birth,1969-12-08
date,07/09/2020
sexual-orientation,biseksualny
pesel,3109171201
relative,mój brat Agnieszka Nowicki
city,Rome
sexual-orientation,heteroseksualny
health,alergia
age,73
phone,+48 724 384 173
health,brak chorób przewlekłych
relative,moja siostra Tomasz Michalski
pesel,260u2863356
religion,muzułmanin
city,Kętrzyn
phone,+48 782 582 g00
relative,moja siostra Szymon Lizurej
name,Apolonia
political-view,prawicowe
document-number,7GBOK5ICD
sexual-orientation,heteroseksualny
date,18/07/2014
job-title,nauczyciel
job-title,księgowy
phone,+48 782 582 g00
phone,794 246 343
age,26
health,depresja
company,Nauka i Rozwój Sp. z o.o.
religion,świadek Jehowy
sex,mężczyzna
sexual-orientation,panseksualny
bank-account,PL41044478317907223167903290
secret,AKIA03EXGMBVLDS74E0U
phone,+48 787 728 331
job-title,projektant UX
job-title,kierowca
document-number,BP522KOXC
email,krzysztof.michalski92@gmail.com
credit-card-number,3740 0824 0306 051
sex,inne
bank-account,PL62379920741202168707531230
secret,token-641252-x
document-number,AX6092613
pesel,6105H775636
age,40
sexual-orientation,aseksualny
religion,żyd
health,astma
credit-card-number,5249-6271-4935-5703
credit-card-number,3753 4166 1300 694
political-view,socjalistyczne
secret,api_key_667750
relative,córka Aleksander Lizurej
pesel,79021536069
credit-card-number,3781N5573-8798-244
political-view,konserwatywne
surname,Lewandowski
ethnicity,Litwin
sex,kobieta
address,"ul. Mickiewicza 167, Świdnica"
email,łukasz.zawadzki61@gmail.com
ethnicity,Polak
pesel,04300349573
username,@|acek5
date,2015-07-07
document-number,FH9831452
bank-account,PL40546605612173352261726437
sexual-orientation,biseksualny
secret,token-373506-x
bank-account,PL53696644087497212692260890
company,XYZ S.A.
phone,+48 609 487 192
surname,Siwek
secret,passwd:jQl2m8zDie
surname,Kowalczyk
city,Berlin
relative,córka Kamil Jankowski
email,leom.krawczyk23@wp.pl
pesel,97092206014
date-of-birth,19.10.1951
relative,syn Zofia Malinowski
email,łukasz.lizurej62@onet.pl
religion,brak wyznania
political-view,konserwatywne
job-title,pielęgniarka
age,96
address,"ul. Polna 198, Zgierz"
document-number,KO4416872
city,Kraków
sex,F
name,Hubert
sexual-orientation,homoseksualny
bank-account,PL27858203176878870010562784
date-of-birth,11/10/1924
secret,api_key_857525
company,Tech Solutions Sp. z o.o.
health,nadciśnienie
document-number,RA7OU7W1Z
company,"""PPUH Latuszek i syn s.c."""
job-title,kierowca
job-title,analityk danych
sex,mężczyzna
health,brak chorób przewlekłych
political-view,lewicowe
username,karolina_807
company,Fundacja Zatoń
religion,katolik
city,Luxembourg
date,2023-03-26
political-view,niezdecydowane
credit-card-number,4480-8012-2137-0838
religion,brak wyznania
company,"""Korzekwa-Broniek Sp.k."""
health,astma
job-title,sprzedawca
relative,mój brat M0nik4 Cieślak
phone,+48 782 582 g00
relative,córka Paulina Jaworski
document-number,UM5054142
city,Brussels
address,"ul. Słowackiego 104, Mysłowice"
age,57
phone,+48 787 728 331
username,alicja_488
age,34
date,13/12/2001
document-number,TSS3K6RG2
city,Skarżysko-Kamienna
date,06.10.2019
school-name,Szkoła Policealna 'Nowa'
secret,api_key_617720
name,Kajefan
pesel,62101640813
sexual-orientation,biseksualny
address,"ul. Kolejowa 80, Środa Śląska"
document-number,WG4242678
sex,k
bank-account,NL00317451900460924202173609
date,2017-08-10
relative,moja siostra Andrzej Szymański
ethnicity,Rom
religion,protestant
city,Nowy Tomyśl
date-of-birth,1961-11-01
school-name,Technikum Informatyczne
religion,protestant
job-title,inżynier oprogramowania
pesel,05230833439
city,Zgierz
address,"7 High St, Reykjavik"
age,98
phone,+48 513 078 320
credit-card-number,4298 2535 3366 4080
credit-card-number,378121346675973
pesel,86081168813
credit-card-number,376302202688657
secret,token-976600-x
ethnicity,Polak
pesel,30022013447
secret,AKIAS6BKMC13XN87TA4J
surname,Czarnecki
bank-account,PL61512705363936487686205014
job-title,dyrektor
age,3
company,Sklep Internetowy.pl
religion,ateista
job-title,pielęgniarka
age,22
name,Ewa
name,Juliusz
ethnicity,Węgier
school-name,Technikum Informatyczne
company,Tech Solutions Sp. z o.o.
phone,+48 513 078 320
sexual-orientation,heteroseksualny
city,Świecie
phone,+48 609 487 192
secret,api_key_204699
age,41
date-of-birth,1931-08-21
surname,Materka
date-of-birth,11/11/1971
political-view,prawicowe
address,"ul. Nowa 157, Turek"
name,Natalia
relative,mój brat Oliiwa Czarnecki
sexual-orientation,panseksualny
age,94
surname,Kołodziej
health,alergia
school-name,Liceum Ogólnokształcące im. M. Kopernika
bank-account,PL16839292679949954853625856
pesel,55110389916
bank-account,NL53903169565578972478962323
ethnicity,Niemiec
political-view,socjalistyczne
job-title,programista
age,22
name,Marta
document-number,UA3346523
company,Przychodnia Zdrowia Sp. z o.o.
address,"u1. Nowa 16, Bogatynia"
surname,Bąk
date-of-birth,17.12.1997
ethnicity,Białorusin
username,michał.cieślak
relative,syn Piotr Kościesza
pesel,58011662331
religion,muzułmanin
age,71
name,Juliusz
age,49
date,06/07/2010
bank-account,PL04865446905686501352015023
name,Michał
date-of-birth,1957-09-21
bank-account,PL87726234892027849580985143
username,juliusz.malJnowski
email,tomasz.dąbrowski79@onet.pl
sex,F
health,cukrzyca
email,nina.pawlak11@wp.pl
username,@jakub16
sexual-orientation,panseksualny
date-of-birth,1951-03-13
secret,AKIAUAMVXSJ2N9A44TKH
date-of-birth,02.12.1949
surname,Nagórka
city,Sokółka
city,Barcelona
political-view,lewicowe
date-of-birth,14/02/1931
pesel,84120826300
religion,prawosławny
name,Hubert
name,Dawid
sexual-orientation,panseksualny
relative,moja siostra Kjefan Kowalski
credit-card-number,5894568868271093
company,"""PPUH Latuszek i syn s.c."""
company,"""PPUH Latuszek i syn s.c."""
relative,syn Łukasz Baster
document-number,QU2KKZKWD
city,Chicago
phone,514 588 331
email,iwona.dąbrowski42@wp.pl
pesel,36060309043
credit-card-number,5129 9958 8226 1833
bank-account,PL743269708z9595655595169109
credit-card-number,3709-3206-1202-343
school-name,Uniwersytet Warszawski
age,17
address,"ul. Słowackiego 94, Głogów"
religion,świadek Jehowy
sex,m
address,"ul. Lipowa 132, Katowice"
date,2009-09-14
secret,AKIAGF0FS6QAHPNPBQHH
phone,+48 782 582 g00
sex,m
date-of-birth,1930-02-08
sexual-orientation,nieokreślony
bank-account,PL78351902345528041466678133
bank-account,PL25292701309599693810160205
job-title,inżynier oprogramowania
pesel,03232725367
city,Chełm
bank-account,PL33442298277552655212420810
surname,Linka
phone,+48 513 078 320
email,julia.kołodziej74@wp.pl
religion,świadek Jehowy
address,"ul. Graniczna 186, Inowrocław"
secret,passwd:2V3GkGoPea
surname,Kania
secret,passwd:66HrcOX6MF
age,63
address,"104 High St, Miami"
pesel,69101052051
credit-card-number,4384 7132 2651 5753
age,54
credit-card-number,5210748298840942
document-number,UJGGD2Y1N
religion,katolik
credit-card-number,4762 4589 9476 4926
job-title,kierowca
company,Restauracja Smak
ethnicity,Węgier
school-name,Politechnika Wrocławska
bank-account,PL64456595872987553198090361
secret,token-282296-x
credit-card-number,5696-4017-9740-0494
username,natalia.mroż
sexual-orientation,panseksualny
phone,+48 724 384 173
surname,Zawadzki
age,99
date-of-birth,02/11/1993
relative,mój brat Adam Malinowski
address,"ul. Leśna 76, Węgorzewo"
username,@|acek1
political-view,prawicowe
name,Kacp€r
job-title,nauczyciel
city,Tarnobrzeg
phone,+48 513 078 320
address,"ul. Polna 176, Gd@ńsk"
age,59
sex,m
political-view,lewicowe
sexual-orientation,biseksualny
surname,K0ściesza
ethnicity,Rom
pesel,60102277663
ethnicity,Węgier
job-title,analityk danych
phone,+48 78z 212 g01
email,łukasz.zieliński21@wp.pl
age,73
ethnicity,Rosjanin
religion,muzułmanin
age,45
username,soniawalczak558
ethnicity,Niemiec
name,Dawid
bank-account,ES85082109378592772322541655
phone,794 246 343
ethnicity,Ukraińczyk
school-name,Zespół Szkół Ekonomicznych
sex,kobieta
email,4p0l0ni4.m4lin0wski3@3x4mpl3.c0m
relative,mój brat Przemysław Kowalczyk
phone,+48 609 487 192
phone,+48 609 487 192
secret,api_key_136488
health,COVID-19 - przebyte
pesel,32031857377
username,magdalena.linka
pesel,51012723191
address,"ul. Królewska 78, Tczew"
document-number,VG4298724
religion,muzułmanin
surname,Urbański
document-number,IIJRAL58Q
document-number,UM3933116
relative,syn Monika Kozłowski
company,Restauracja Smak
name,Ewa
email,karolina.adamczyk87@example.com
school-name,Liceum Ogólnokształcące im. M. Kopernika
phone,+48 787 728 331
sexual-orientation,homoseksualny
school-name,Szkoła Policealna 'Nowa'
date-of-birth,1962-04-27
age,58
city,Nowa Ruda
date-of-birth,23.02.2004
sex,F
ethnicity,Niemiec
phone,+48 513 078 320
phone,+48 78z 212 g01
age,52
relative,córka Maria Kościesza
date,17/10/2003
username,@gaja26
pesel,47120319690
health,brak chorób przewlekłych
sex,kobieta
bank-account,PL15086865679258298540694088
document-number,2538PB1D5
date-of-birth,12/08/9137
relative,moja siostra Juliusz Zawadzki
address,"60 High St, Miami"
political-view,socjalistyczne
ethnicity,Polak
ethnicity,Ukraińczyk
secret,passwd:xcGbsHes2y
health,COVID-19 - przebyte
name,Magdalena
date,29.10.2017
religion,protestant
bank-account,PL25424307648290528602650620
job-title,kierownik
religion,prawosławny
bank-account,PL66222277337903170124104617
surname,Stępień
company,Polska Energetyka S.A.
health,alergia
surname,Linka
religion,muzułmanin
address,"ul Boczna 110, Pułtusk"
pesel,5609218156
ethnicity,Niemiec
age,3
relative,córka Adam Piotrowski
company,"""PPUH Latuszek i syn s.c."""
address,"ul. Boczna 169, Tomaszów Mazowiecki"
age,51
date-of-birth,1937-11-26
credit-card-number,5537498653362605
health,astma
pesel,84072529715
city,Kostrzyn
sexual-orientation,homoseksualny
bank-account,PL21242736194575729521813765
religion,prawosławny
ethnicity,Ukraińczyk
date,15/12/2000
bank-account,PL17853719107971958023966984
relative,moja siostra Natalia Borysiak
sexual-orientation,aseksualny
sexual-orientation,biseksualny
date,2006-09-27
relative,mój brat Kajefan Dąbrowski
address,"31 Main St, Paris"
sex,k
political-view,lewicowe
date-of-birth,10/09/1974
name,Iwona
school-name,Akademia Górniczo-Hutnicza
surname,Pawlak
job-title,kierownik
date-of-birth,15.08.1568
age,48
secret,token-23278-x
job-title,magazynier
school-name,Szkoła Podstawowa nr 5
address,"ul. Rynek 194, Kwidzyn"
sex,mężczyzna
date,2000-02-14
school-name,Uniwersytet Warszawski
company,Hurtownia Spożywcza
date-of-birth,1927-10-12
phone,+48 609 487 192
surname,B€ck
school-name,Politechnika Wrocławska
company,"""Korzekwa-Broniek Sp.k."""
email,karolina.czarnecki46@wp.pl
phone,514 588 331
username,grzegorz_726
religion,katolik
religion,świadek Jehowy
school-name,Przedszkole nr 12
job-title,dyrektor
job-title,dyrektor
ethnicity,Litwin
ethnicity,Litwin
credit-card-number,3786 8693 7202 737
secret,api_key_770655
document-number,1Z25CELDF
sexual-orientation,panseksualny
political-view,centrowe
secret,api_key_820640
health,cukrzyca
secret,token-686886-x
sex,M
age,58
date-of-birth,07.01.1973
document-number,VT1709672
company,Polska Energetyka S.A.
bank-account,PL41901824258031764691590688
company,Polska Energetyka S.A.
document-number,3Y8RFF7S1
credit-card-number,3787 8518 5468 840
age,44
surname,Nagórka
relative,córka Iwona Lewandowski
date-of-birth,1957-02-20
health,cukrzyca
bank-account,PL19224348874932998127962730
ethnicity,Rom
date,25/12/2024
name,Tomasz
pesel,49120460567
surname,Pawlak
address,"ul. Długa 161, Inowrocław"
relative,mój brat N4t4li4 Zając
date,01.01.2006
document-number,TD8861331
email,krzysztof.sokół7@onet.pl
